ix,sentence,left1,right1,left2,right2,relation
2010,"Typically , varieties of this sort were grown on flat land by peasants .",2,3,12,13,Other
3574,"The patient denies any symptoms associated with this pointed lesion , located on the edge of the helix of the auricle , which has been present since infancy .",17,18,20,21,Component-Whole12
4274,The authors propose galaxy clusters as a tool for cosmology .,4,5,9,10,Other
3494,The beach was empty except for a charm of yellow finches .,7,8,10,11,Member-Collection21
7694,The movie gives the inaccurate impression that the Apaches all surrendered .,1,2,5,6,Cause-Effect12
474,The drill platform was a part of the Romulan mining ship Narada that could be lowered into the atmosphere of a planet or planetoid for mining operations .,2,3,10,11,Component-Whole12
3887,Specially designed lampposts are spaced along the curbs of the roadway .,7,8,10,11,Other
4660,The second dancer has added rhythm into his dance .,5,6,8,9,Entity-Destination12
2929,The diseases have rapidly spread infection to other people .,5,6,8,9,Entity-Destination12
1561,The newspaper was reporting news from Macedonia from that period .,1,2,4,5,Message-Topic12
2812,"Since last weekend , it has imported chocolate into that market .",7,8,10,11,Entity-Destination12
3652,"In economic terms , the ecological catastrophe caused by the Prestige oil spill is comparable with that caused by the Exxon Valdez .",6,7,12,13,Cause-Effect21
238,A telescope assists the eye chiefly in two ways .,1,2,4,5,Instrument-Agency12
1610,The pain was radiating from the right buttock to the knee joint .,1,2,7,8,Entity-Origin12
4077,"The first civilization to have a dedicated force of military engineering specialists were the Romans , whose army contained a dedicated corps of military engineers known as architecti .",21,22,24,25,Member-Collection21
2179,"On my backpacking trip , the insoles caused a hot spot on the left side of my right heel and a blister on the right side of my left heel .",6,7,10,11,Cause-Effect12
6830,The wire had caused a slight injury on the ventral side of the neck and at the base of horns .,1,2,6,7,Cause-Effect12
1423,"Ross noted that the landscapes he painted - typically mountains , lakes , snow , and log cabin scenes - were strongly influenced by his years living in Alaska , where he was stationed for the majority of his Air Force career .",4,5,9,10,Other
5720,"Rabbi was cured of a severe disorder of the bowels by drinking apple wine seventy years old , a Gentile having stored away 300 casks of it ('Ab . Zarah 40b) .",12,13,13,14,Entity-Origin21
6519,Buy Owner is a brick and mortar company with a long term knowledgeable staff dedicated to providing your property with the maximum amount of exposure .,6,7,7,8,Product-Producer12
2456,My evidence from two weeks ago proves the situation has changed from the time of their evidence .,1,2,4,5,Entity-Origin12
210,"Recently , only insignificant things arrive to theatres .",4,5,7,8,Entity-Destination12
5134,"This is an atlas of maps and graphic representations of the geographies of the new electronic territories of the Internet , the World-Wide Web and other emerging Cyberspaces .",5,6,8,9,Other
1502,"A survey made for the statistical society of the various Sunday schools in Manchester and Salford in 1836 returned the number of Catholic schools as ten , with an attendance of 4295 scholars .",6,7,11,12,Member-Collection21
2669,The Abductor pollicis brevis draws the thumb forward in a plane at right angles to that of the palm of the hand .,18,19,21,22,Component-Whole12
820,"The ""Happy Hour"" gathering was the best part of the event .",3,4,10,11,Component-Whole12
7831,"The catalogue contained books published in 1998 warning of the upcoming millennium bug and other similarly germane works , but neither of Brock's bestsellers .",1,2,3,4,Member-Collection21
293,"The chair of the corporation , at the time of election , shall be either a former President , the retiring President , or a member (not emeritus) of the Corporation .",1,2,4,5,Other
1583,"This month , the commissioner travels to several remote nations .",4,5,9,10,Entity-Destination12
5471,Honey bees have migrated into warmer areas .,0,2,5,7,Entity-Destination12
4125,Birds take a lot of time caring for their feathers .,0,1,9,10,Component-Whole21
1406,"Some posters (e .g . number 18) encouraged the population of areas near the front to evacuate , thus avoiding the overcrowding and ensuing problems of food distribution and disease caused by the incoming refugees .",29,30,34,35,Cause-Effect21
3985,The programme began with the welcome speech of the organisation's president Mahabubul Haider and was presided over by Kranti's adviser Dilip .,1,2,5,7,Component-Whole21
316,The fire started when the owner lit a fire behind the house .,5,6,8,9,Product-Producer21
1619,A model for a summer house by the carpenter and architect William Thornton was approved by Sir Abstrupus in 1700 .,1,2,8,9,Product-Producer12
1059,It has changed the way I think about the formation of parties and party systems .,9,10,11,12,Other
286,Dizziness from nasal and sinus pressure usually can be seen on a good nasal examination and a CT of the sinuses .,0,1,4,6,Cause-Effect21
3972,Poor umpiring pushed the test into controversy .,4,5,6,7,Other
5771,Coconut rice and potato stew was a Sunday lunch on a day when I wanted to spend as less time as possible in the kitchen .,3,4,4,5,Entity-Origin21
3771,"Another celebrity has bailed out of the Costa Rican jungle set of ""I'm a Celebrity . . . Get Me Out of Here !",1,2,10,11,Entity-Origin12
4056,Myoats is a community where people create designs using an online drawing application .,5,6,7,8,Product-Producer21
2048,"Viruses that cause respiratory illness typically are capable of causing a range of clinical manifestations , and asymptomatic infections are possible .",0,1,4,5,Cause-Effect12
2803,"As I was entering the bathroom , I grabbed the door knob and it felt loose and hollow , like cheap crap .",10,11,11,12,Component-Whole21
7293,The piglet's incisor teeth are cut off with pliers .,3,4,8,9,Other
75,The staff was removed from his position .,1,2,6,7,Entity-Origin12
1728,"Frustrations , threats , and conflicts cause stress .",0,1,7,8,Cause-Effect12
4884,"The poem is from his posthumous diaries and collection , A River Dies of Thirst : The Girl / The Scream .",1,2,6,7,Entity-Origin12
1695,"The purpose of this test was to report to the American public on the academic achievement of individual students , schools , districts , and states .",4,5,15,16,Other
6236,HC lawyers entered into a scuffle over the division of AP .,1,2,5,6,Other
532,The outer segment is comprised of a membrane which is folded into several layers of disks .,2,3,7,8,Other
6580,The irritation from the chemicals in the tobacco is considered to be the number one contributing factor .,1,2,4,5,Cause-Effect21
3905,"When they stood , he held out to them an endless scroll , filled with a maze of letters , words , the very stories they had been listening to .",16,17,18,19,Other
3030,The coordinating colorful strap is made from polyurethane .,3,4,7,8,Entity-Origin12
3517,"However , the emperor took advantage of the gathering to determine the order and organization of the church .",3,4,8,9,Other
5149,"In an excerpt from upcoming books , Andre Agassi says he took what he believes to be speed .",2,3,5,6,Entity-Origin12
4166,This section outlines the duties of the Trust with respect to setting the BBC's editorial standards .,1,2,4,5,Message-Topic12
6578,Licensing is different from a certification since it is a governmental requirement needed before a crane operator starts practicing his occupation .,15,16,16,17,Instrument-Agency12
2888,All items including photos have been dragged into a garbage bin .,1,2,9,11,Entity-Destination12
1459,Mouse rRNA transcription template is injected into the brain .,3,4,8,9,Entity-Destination12
798,His shoes were in a box .,1,2,5,6,Content-Container12
3004,"This way the idle speed is set correctly using the Bypass screw without touching the screw on the throttle arm , which has to be set exactly right .",15,16,19,20,Component-Whole12
3398,"After arriving on the bottom at the wreck site , the first team of divers must check the anchor of the boat for security .",18,19,21,22,Component-Whole12
6175,Fruit is held in a chute or on pack or rotary tables prior to being loaded into a carton .,0,1,5,6,Content-Container12
3665,"When the layers have separated , the lower layer drained into a beaker< this phase is thrown away .",8,9,12,13,Entity-Destination12
5100,"In ""Prologue ,"" the youthful scientist splits open a hailstone with a violin string , the only sharp edge available .",5,6,13,14,Instrument-Agency21
2478,"As was standard practice at the museum on that day of the week , only maintenance workers , cleaning staff , curators , and a few other employees roamed the cavernous halls of the building that was once the home of France's kings but for centuries had been devoted to housing the nation's art treasures .",31,32,34,35,Component-Whole12
